Trial,participant_id,Block,TACS,Stimulus_name,fMRI_scan_trigger_time,Stimulus_onset,Button,Response,RT,TACS_Stimulus_Phase
1,sub-013,1,aph40Hz,no_stimulus,94823,0,0,NaN,0,0
2,sub-013,1,aph40Hz,no_stimulus,97823,0,0,NaN,0,0
3,sub-013,1,aph40Hz,LE_lowF3_RE_ga,100823,102595,0,NaN,0,270
4,sub-013,1,aph40Hz,LE_highF3_RE_da,103823,105578,2,da,888,30
5,sub-013,1,aph40Hz,LE_highF3_RE_da,106823,108578,2,da,955,30
6,sub-013,1,aph40Hz,LE_lowF3_RE_amb,109823,111582,2,da,832,90
7,sub-013,1,aph40Hz,no_stimulus,112823,0,0,NaN,0,90
8,sub-013,1,aph40Hz,LE_lowF3_RE_amb,115823,117599,3,ga,803,330
9,sub-013,1,aph40Hz,no_stimulus,118823,0,0,NaN,0,330
10,sub-013,1,aph40Hz,LE_lowF3_RE_amb,121823,123590,0,NaN,0,210
11,sub-013,1,aph40Hz,LE_highF3_RE_da,124823,126590,2,da,879,210
12,sub-013,1,aph40Hz,LE_lowF3_RE_amb,127823,129598,2,da,965,330
13,sub-013,1,aph40Hz,no_stimulus,130822,0,0,NaN,0,330
14,sub-013,1,aph40Hz,LE_lowF3_RE_amb,133822,135594,3,ga,842,270
15,sub-013,1,aph40Hz,LE_highF3_RE_da,136822,138586,2,da,767,150
16,sub-013,1,aph40Hz,no_stimulus,139822,0,0,NaN,0,150
17,sub-013,1,aph40Hz,LE_highF3_RE_amb,142822,144594,0,NaN,0,270
18,sub-013,1,aph40Hz,no_stimulus,145822,0,0,NaN,0,270
19,sub-013,1,aph40Hz,LE_lowF3_RE_amb,148822,150577,2,da,849,30
20,sub-013,1,aph40Hz,LE_lowF3_RE_ga,151822,153594,3,ga,518,270
21,sub-013,1,aph40Hz,no_stimulus,154822,0,0,NaN,0,270
22,sub-013,1,aph40Hz,LE_highF3_RE_amb,157822,159586,0,NaN,0,150
23,sub-013,1,aph40Hz,LE_lowF3_RE_ga,160822,162581,3,ga,709,90
24,sub-013,1,aph40Hz,no_stimulus,163822,0,0,NaN,0,90
25,sub-013,1,aph40Hz,LE_highF3_RE_amb,166822,168594,2,da,786,270
26,sub-013,1,aph40Hz,no_stimulus,169822,0,0,NaN,0,270
27,sub-013,1,aph40Hz,LE_lowF3_RE_amb,172822,174581,3,ga,988,90
28,sub-013,1,aph40Hz,LE_highF3_RE_amb,175822,177577,2,da,787,30
29,sub-013,1,aph40Hz,LE_lowF3_RE_amb,178822,180590,3,ga,503,210
30,sub-013,1,aph40Hz,LE_highF3_RE_da,181821,183581,2,da,871,90
31,sub-013,1,aph40Hz,no_stimulus,184822,0,0,NaN,0,90
32,sub-013,1,aph40Hz,LE_lowF3_RE_amb,187821,189594,0,NaN,0,270
33,sub-013,1,aph40Hz,LE_highF3_RE_da,190821,192585,2,da,755,150
34,sub-013,1,aph40Hz,LE_highF3_RE_amb,193821,195589,2,da,834,210
35,sub-013,1,aph40Hz,no_stimulus,196821,0,0,NaN,0,210
36,sub-013,1,aph40Hz,LE_highF3_RE_amb,199821,201577,2,da,663,30
37,sub-013,1,aph40Hz,LE_lowF3_RE_ga,202821,204585,3,ga,714,150
38,sub-013,1,aph40Hz,LE_lowF3_RE_amb,205821,207589,2,da,968,210
39,sub-013,1,aph40Hz,LE_highF3_RE_amb,208821,210585,2,da,675,150
40,sub-013,1,aph40Hz,LE_highF3_RE_da,211821,213577,2,da,686,30
41,sub-013,1,aph40Hz,no_stimulus,214821,0,0,NaN,0,30
42,sub-013,1,aph40Hz,LE_highF3_RE_amb,217821,219589,2,da,1099,210
43,sub-013,1,aph40Hz,no_stimulus,220821,0,0,NaN,0,210
44,sub-013,1,aph40Hz,LE_highF3_RE_amb,223821,225585,0,NaN,0,150
45,sub-013,1,aph40Hz,LE_highF3_RE_amb,226821,228581,2,da,542,90
46,sub-013,1,aph40Hz,no_stimulus,229821,0,0,NaN,0,90
47,sub-013,1,aph40Hz,LE_lowF3_RE_amb,232821,234585,3,ga,944,150
48,sub-013,1,aph40Hz,LE_highF3_RE_da,235820,237593,2,da,535,270
49,sub-013,1,aph40Hz,no_stimulus,238820,0,0,NaN,0,270
50,sub-013,1,aph40Hz,LE_lowF3_RE_amb,241820,243581,3,ga,971,90
51,sub-013,1,aph40Hz,no_stimulus,244820,0,0,NaN,0,90
52,sub-013,1,aph40Hz,LE_lowF3_RE_amb,247820,249585,2,da,522,150
53,sub-013,1,aph40Hz,LE_highF3_RE_amb,250820,252589,2,da,607,210
54,sub-013,1,aph40Hz,LE_lowF3_RE_ga,253820,255576,3,ga,500,30
55,sub-013,1,aph40Hz,no_stimulus,256820,0,0,NaN,0,30
56,sub-013,1,aph40Hz,LE_highF3_RE_amb,259820,261597,2,da,889,330
57,sub-013,1,aph40Hz,LE_lowF3_RE_ga,262820,264597,3,ga,663,330
58,sub-013,1,aph40Hz,no_stimulus,265820,0,0,NaN,0,330
59,sub-013,1,aph40Hz,LE_highF3_RE_amb,268820,270580,2,da,622,90
60,sub-013,1,aph40Hz,no_stimulus,271820,0,0,NaN,0,90
61,sub-013,1,aph40Hz,LE_lowF3_RE_amb,274820,276597,3,ga,976,330
62,sub-013,1,aph40Hz,LE_lowF3_RE_amb,277820,279576,3,ga,712,30
63,sub-013,1,aph40Hz,no_stimulus,280820,0,0,NaN,0,30
64,sub-013,1,aph40Hz,LE_highF3_RE_amb,283820,285576,2,da,806,30
65,sub-013,1,aph40Hz,no_stimulus,286819,0,0,NaN,0,30
66,sub-013,1,aph40Hz,LE_highF3_RE_amb,289819,291597,2,da,77,330
67,sub-013,1,aph40Hz,LE_lowF3_RE_amb,292819,294576,2,da,530,30
68,sub-013,1,aph40Hz,no_stimulus,295819,0,0,NaN,0,30
69,sub-013,1,aph40Hz,LE_highF3_RE_amb,298819,300592,2,da,634,270
70,sub-013,1,aph40Hz,LE_lowF3_RE_ga,301819,303588,3,ga,682,210
71,sub-013,1,aph40Hz,LE_highF3_RE_amb,304819,306584,2,da,399,150
72,sub-013,1,aph40Hz,LE_highF3_RE_amb,307819,309576,2,da,600,30
73,sub-013,1,aph40Hz,no_stimulus,310819,0,0,NaN,0,30
74,sub-013,1,aph40Hz,LE_lowF3_RE_amb,313819,315576,3,ga,896,30
75,sub-013,1,aph40Hz,LE_highF3_RE_amb,316819,318596,2,da,579,330
76,sub-013,1,aph40Hz,LE_lowF3_RE_amb,319819,321580,3,ga,911,90
77,sub-013,1,aph40Hz,LE_highF3_RE_da,322819,324596,2,da,457,330
78,sub-013,1,aph40Hz,no_stimulus,325819,0,0,NaN,0,330
79,sub-013,1,aph40Hz,LE_highF3_RE_amb,328819,330588,2,da,910,210
80,sub-013,1,aph40Hz,no_stimulus,331819,0,0,NaN,0,210
81,sub-013,1,aph40Hz,LE_lowF3_RE_amb,334819,336588,3,ga,725,210
82,sub-013,1,aph40Hz,no_stimulus,337818,0,0,NaN,0,210
83,sub-013,1,aph40Hz,LE_lowF3_RE_amb,340818,342579,3,ga,973,90
84,sub-013,1,aph40Hz,LE_lowF3_RE_amb,343818,345584,2,da,720,150
85,sub-013,1,aph40Hz,LE_lowF3_RE_ga,346818,348588,3,ga,820,210
86,sub-013,1,aph40Hz,no_stimulus,349818,0,0,NaN,0,210
87,sub-013,1,aph40Hz,LE_lowF3_RE_amb,352818,354592,3,ga,798,270
88,sub-013,1,aph40Hz,LE_highF3_RE_amb,355818,357579,2,da,456,90
89,sub-013,1,aph40Hz,LE_lowF3_RE_ga,358818,360579,3,ga,622,90
90,sub-013,1,aph40Hz,no_stimulus,361818,0,0,NaN,0,90
91,sub-013,1,aph40Hz,LE_lowF3_RE_amb,364818,366583,3,ga,702,150
92,sub-013,1,aph40Hz,no_stimulus,367818,0,0,NaN,0,150
93,sub-013,1,aph40Hz,LE_highF3_RE_amb,370818,372575,3,ga,793,30
94,sub-013,1,aph40Hz,LE_highF3_RE_da,373818,375596,2,da,577,330
95,sub-013,1,aph40Hz,LE_lowF3_RE_amb,376818,378583,3,ga,681,150
96,sub-013,1,aph40Hz,no_stimulus,379818,0,0,NaN,0,150
97,sub-013,1,aph40Hz,LE_highF3_RE_amb,382818,384596,2,da,686,330
98,sub-013,1,aph40Hz,LE_lowF3_RE_ga,385818,387591,3,ga,583,270
99,sub-013,1,aph40Hz,LE_highF3_RE_amb,388818,390591,2,da,613,270
100,sub-013,1,aph40Hz,LE_lowF3_RE_amb,391817,393591,0,NaN,0,270
101,sub-013,1,aph40Hz,no_stimulus,394817,0,0,NaN,0,270
102,sub-013,1,aph40Hz,LE_highF3_RE_amb,397817,399583,3,ga,568,150
103,sub-013,1,aph40Hz,LE_highF3_RE_da,400817,402579,2,da,577,90
104,sub-013,1,aph40Hz,LE_highF3_RE_da,403817,405591,3,ga,741,270
105,sub-013,1,aph40Hz,no_stimulus,406817,0,0,NaN,0,270
106,sub-013,1,aph40Hz,LE_lowF3_RE_amb,409817,411595,3,ga,968,330
107,sub-013,1,aph40Hz,LE_highF3_RE_da,412817,414587,0,NaN,0,210
108,sub-013,1,aph40Hz,LE_highF3_RE_amb,415817,417595,2,da,740,330
109,sub-013,1,aph40Hz,LE_lowF3_RE_amb,418817,420595,2,da,478,330
110,sub-013,1,aph40Hz,no_stimulus,421817,0,0,NaN,0,330
111,sub-013,1,aph40Hz,LE_highF3_RE_amb,424817,426587,2,da,542,210
112,sub-013,1,aph40Hz,LE_lowF3_RE_ga,427817,429595,2,da,1049,330
113,sub-013,1,aph40Hz,no_stimulus,430817,0,0,NaN,0,330
114,sub-013,1,aph40Hz,LE_highF3_RE_amb,433817,435578,2,da,737,90
115,sub-013,1,aph40Hz,no_stimulus,436817,0,0,NaN,0,90
116,sub-013,1,aph40Hz,LE_lowF3_RE_amb,439817,441587,3,ga,696,210
117,sub-013,1,aph40Hz,LE_highF3_RE_amb,442816,444591,2,da,670,270
118,sub-013,1,aph40Hz,LE_lowF3_RE_ga,445816,447582,3,ga,781,150
119,sub-013,1,aph40Hz,LE_lowF3_RE_amb,448816,450591,2,da,937,270
120,sub-013,1,aph40Hz,no_stimulus,451816,0,0,NaN,0,270
121,sub-013,1,aph40Hz,LE_lowF3_RE_amb,454816,456574,3,ga,762,30
122,sub-013,1,aph40Hz,LE_lowF3_RE_ga,457816,459574,3,ga,622,30
123,sub-013,1,aph40Hz,no_stimulus,460816,0,0,NaN,0,30
124,sub-013,1,aph40Hz,LE_highF3_RE_amb,463816,465578,0,NaN,0,90
125,sub-013,1,aph40Hz,LE_highF3_RE_da,466816,468582,2,da,566,150
126,sub-013,1,aph40Hz,LE_lowF3_RE_ga,469816,471578,3,ga,683,90
127,sub-013,1,aph40Hz,no_stimulus,472816,0,0,NaN,0,90
128,sub-013,1,aph40Hz,no_stimulus,475816,0,0,NaN,0,90
1,sub-013,2,Sham,no_stimulus,66025,0,0,NaN,0,0
2,sub-013,2,Sham,no_stimulus,69025,0,0,NaN,0,0
3,sub-013,2,Sham,LE_highF3_RE_da,72025,73780,2,da,904,30
4,sub-013,2,Sham,LE_lowF3_RE_ga,75025,76801,3,ga,527,330
5,sub-013,2,Sham,no_stimulus,78025,0,0,NaN,0,330
6,sub-013,2,Sham,LE_lowF3_RE_amb,81025,82788,3,ga,978,150
7,sub-013,2,Sham,LE_lowF3_RE_ga,84025,85780,3,ga,685,30
8,sub-013,2,Sham,no_stimulus,87025,0,0,NaN,0,30
9,sub-013,2,Sham,LE_highF3_RE_amb,90025,91780,2,da,620,30
10,sub-013,2,Sham,LE_lowF3_RE_ga,93025,94801,3,ga,710,330
11,sub-013,2,Sham,LE_lowF3_RE_amb,96025,97780,3,ga,956,30
12,sub-013,2,Sham,no_stimulus,99025,0,0,NaN,0,30
13,sub-013,2,Sham,LE_lowF3_RE_amb,102025,103784,0,NaN,0,90
14,sub-013,2,Sham,no_stimulus,105025,0,0,NaN,0,90
15,sub-013,2,Sham,LE_highF3_RE_amb,108025,109788,3,ga,732,150
16,sub-013,2,Sham,no_stimulus,111024,0,0,NaN,0,150
17,sub-013,2,Sham,LE_lowF3_RE_amb,114024,115792,2,da,833,210
18,sub-013,2,Sham,LE_highF3_RE_da,117024,118780,2,da,741,30
19,sub-013,2,Sham,LE_lowF3_RE_amb,120024,121800,0,NaN,0,330
20,sub-013,2,Sham,no_stimulus,123024,0,0,NaN,0,330
21,sub-013,2,Sham,LE_highF3_RE_amb,126024,127788,2,da,549,150
22,sub-013,2,Sham,LE_highF3_RE_da,129024,130788,2,da,558,150
23,sub-013,2,Sham,no_stimulus,132024,0,0,NaN,0,150
24,sub-013,2,Sham,LE_highF3_RE_amb,135024,136784,2,da,993,90
25,sub-013,2,Sham,LE_lowF3_RE_ga,138024,139792,3,ga,658,210
26,sub-013,2,Sham,no_stimulus,141024,0,0,NaN,0,210
27,sub-013,2,Sham,LE_highF3_RE_amb,144024,145779,2,da,748,30
28,sub-013,2,Sham,LE_highF3_RE_amb,147024,148788,2,da,537,150
29,sub-013,2,Sham,LE_lowF3_RE_ga,150024,151788,3,ga,944,150
30,sub-013,2,Sham,LE_highF3_RE_amb,153024,154779,2,da,623,30
31,sub-013,2,Sham,no_stimulus,156024,0,0,NaN,0,30
32,sub-013,2,Sham,LE_highF3_RE_amb,159024,160791,2,da,728,210
33,sub-013,2,Sham,LE_lowF3_RE_ga,162024,163791,3,ga,888,210
34,sub-013,2,Sham,no_stimulus,165023,0,0,NaN,0,210
35,sub-013,2,Sham,LE_highF3_RE_amb,168023,169800,0,NaN,0,330
36,sub-013,2,Sham,LE_highF3_RE_da,171023,172791,2,da,614,210
37,sub-013,2,Sham,no_stimulus,174023,0,0,NaN,0,210
38,sub-013,2,Sham,LE_lowF3_RE_amb,177023,178795,2,da,495,270
39,sub-013,2,Sham,LE_highF3_RE_amb,180023,181795,2,da,484,270
40,sub-013,2,Sham,LE_lowF3_RE_ga,183023,184787,3,ga,569,150
41,sub-013,2,Sham,no_stimulus,186023,0,0,NaN,0,150
42,sub-013,2,Sham,LE_lowF3_RE_amb,189023,190795,2,da,1025,270
43,sub-013,2,Sham,LE_lowF3_RE_amb,192023,193783,3,ga,609,90
44,sub-013,2,Sham,LE_highF3_RE_amb,195023,196783,2,da,667,90
45,sub-013,2,Sham,LE_highF3_RE_da,198023,199783,2,da,707,90
46,sub-013,2,Sham,LE_highF3_RE_amb,201023,202795,0,NaN,0,270
47,sub-013,2,Sham,no_stimulus,204023,0,0,NaN,0,270
48,sub-013,2,Sham,LE_highF3_RE_amb,207023,208795,2,da,1040,270
49,sub-013,2,Sham,no_stimulus,210023,0,0,NaN,0,270
50,sub-013,2,Sham,LE_lowF3_RE_amb,213023,214783,3,ga,1146,90
51,sub-013,2,Sham,LE_lowF3_RE_ga,216022,217783,3,ga,795,90
52,sub-013,2,Sham,no_stimulus,219022,0,0,NaN,0,90
53,sub-013,2,Sham,LE_highF3_RE_amb,222022,223778,0,NaN,0,30
54,sub-013,2,Sham,LE_highF3_RE_da,225022,226799,2,da,680,330
55,sub-013,2,Sham,no_stimulus,228022,0,0,NaN,0,330
56,sub-013,2,Sham,LE_lowF3_RE_amb,231022,232799,3,ga,945,330
57,sub-013,2,Sham,no_stimulus,234022,0,0,NaN,0,330
58,sub-013,2,Sham,LE_highF3_RE_amb,237022,238791,2,da,627,210
59,sub-013,2,Sham,LE_highF3_RE_amb,240022,241782,2,da,792,90
60,sub-013,2,Sham,no_stimulus,243022,0,0,NaN,0,90
61,sub-013,2,Sham,LE_highF3_RE_amb,246022,247795,2,da,1118,270
62,sub-013,2,Sham,LE_highF3_RE_da,249022,250799,2,da,782,330
63,sub-013,2,Sham,LE_lowF3_RE_amb,252022,253791,2,da,879,210
64,sub-013,2,Sham,LE_highF3_RE_amb,255022,256786,2,da,735,150
65,sub-013,2,Sham,no_stimulus,258022,0,0,NaN,0,150
66,sub-013,2,Sham,LE_lowF3_RE_amb,261022,262795,0,NaN,0,270
67,sub-013,2,Sham,LE_highF3_RE_da,264022,265778,2,da,620,30
68,sub-013,2,Sham,no_stimulus,267021,0,0,NaN,0,30
69,sub-013,2,Sham,LE_lowF3_RE_amb,270021,271782,0,NaN,0,90
70,sub-013,2,Sham,LE_lowF3_RE_ga,273021,274782,3,ga,645,90
71,sub-013,2,Sham,LE_lowF3_RE_amb,276021,277794,3,ga,478,270
72,sub-013,2,Sham,no_stimulus,279021,0,0,NaN,0,270
73,sub-013,2,Sham,LE_highF3_RE_amb,282021,283790,2,da,768,210
74,sub-013,2,Sham,LE_lowF3_RE_amb,285021,286790,2,da,770,210
75,sub-013,2,Sham,LE_lowF3_RE_ga,288021,289794,0,NaN,0,270
76,sub-013,2,Sham,no_stimulus,291021,0,0,NaN,0,270
77,sub-013,2,Sham,LE_lowF3_RE_amb,294021,295786,3,ga,899,150
78,sub-013,2,Sham,LE_lowF3_RE_ga,297021,298794,3,ga,755,270
79,sub-013,2,Sham,no_stimulus,300021,0,0,NaN,0,270
80,sub-013,2,Sham,LE_lowF3_RE_amb,303021,304786,3,ga,1126,150
81,sub-013,2,Sham,no_stimulus,306021,0,0,NaN,0,150
82,sub-013,2,Sham,LE_highF3_RE_amb,309021,310798,0,NaN,0,330
83,sub-013,2,Sham,LE_highF3_RE_amb,312021,313790,2,da,646,210
84,sub-013,2,Sham,LE_lowF3_RE_amb,315021,316777,3,ga,1136,30
85,sub-013,2,Sham,LE_lowF3_RE_ga,318020,319798,3,ga,1120,330
86,sub-013,2,Sham,LE_highF3_RE_amb,321020,322798,2,da,648,330
87,sub-013,2,Sham,no_stimulus,324020,0,0,NaN,0,330
88,sub-013,2,Sham,LE_lowF3_RE_amb,327020,328777,2,da,817,30
89,sub-013,2,Sham,no_stimulus,330020,0,0,NaN,0,30
90,sub-013,2,Sham,LE_highF3_RE_amb,333020,334781,2,da,858,90
91,sub-013,2,Sham,LE_highF3_RE_da,336020,337794,0,NaN,0,270
92,sub-013,2,Sham,LE_lowF3_RE_amb,339020,340785,0,NaN,0,150
93,sub-013,2,Sham,no_stimulus,342020,0,0,NaN,0,150
94,sub-013,2,Sham,LE_lowF3_RE_amb,345020,346798,0,NaN,0,330
95,sub-013,2,Sham,no_stimulus,348020,0,0,NaN,0,330
96,sub-013,2,Sham,LE_lowF3_RE_amb,351020,352789,3,ga,838,210
97,sub-013,2,Sham,LE_highF3_RE_da,354020,355794,2,da,826,270
98,sub-013,2,Sham,no_stimulus,357020,0,0,NaN,0,270
99,sub-013,2,Sham,LE_lowF3_RE_amb,360020,361777,3,ga,862,30
100,sub-013,2,Sham,LE_highF3_RE_da,363020,364781,2,da,735,90
101,sub-013,2,Sham,no_stimulus,366019,0,0,NaN,0,90
102,sub-013,2,Sham,LE_lowF3_RE_amb,369020,370798,0,NaN,0,330
103,sub-013,2,Sham,LE_lowF3_RE_amb,372019,373793,3,ga,815,270
104,sub-013,2,Sham,LE_highF3_RE_amb,375019,376797,3,ga,706,330
105,sub-013,2,Sham,no_stimulus,378019,0,0,NaN,0,330
106,sub-013,2,Sham,LE_highF3_RE_amb,381019,382785,2,da,955,150
107,sub-013,2,Sham,no_stimulus,384019,0,0,NaN,0,150
108,sub-013,2,Sham,LE_highF3_RE_amb,387019,388797,2,da,1062,330
109,sub-013,2,Sham,no_stimulus,390019,0,0,NaN,0,330
110,sub-013,2,Sham,LE_lowF3_RE_amb,393019,394776,2,da,789,30
111,sub-013,2,Sham,LE_highF3_RE_da,396019,397785,2,da,1080,150
112,sub-013,2,Sham,no_stimulus,399019,0,0,NaN,0,150
113,sub-013,2,Sham,LE_highF3_RE_amb,402019,403781,2,da,876,90
114,sub-013,2,Sham,LE_lowF3_RE_amb,405019,406785,2,da,582,150
115,sub-013,2,Sham,LE_lowF3_RE_amb,408019,409780,3,ga,825,90
116,sub-013,2,Sham,LE_highF3_RE_amb,411019,412789,0,NaN,0,210
117,sub-013,2,Sham,LE_lowF3_RE_ga,414019,415776,0,NaN,0,30
118,sub-013,2,Sham,no_stimulus,417019,0,0,NaN,0,30
119,sub-013,2,Sham,LE_lowF3_RE_amb,420019,421789,2,da,682,210
120,sub-013,2,Sham,LE_lowF3_RE_amb,423018,424797,0,NaN,0,330
121,sub-013,2,Sham,no_stimulus,426018,0,0,NaN,0,330
122,sub-013,2,Sham,LE_highF3_RE_amb,429018,430793,0,NaN,0,270
123,sub-013,2,Sham,LE_highF3_RE_da,432018,433788,2,da,871,210
124,sub-013,2,Sham,LE_highF3_RE_amb,435018,436776,2,da,699,30
125,sub-013,2,Sham,LE_lowF3_RE_ga,438018,439793,2,da,493,270
126,sub-013,2,Sham,LE_highF3_RE_da,441018,442784,2,da,729,150
127,sub-013,2,Sham,no_stimulus,444018,0,0,NaN,0,150
128,sub-013,2,Sham,no_stimulus,447018,0,0,NaN,0,150
1,sub-013,3,iph40Hz,no_stimulus,44063,0,0,NaN,0,0
2,sub-013,3,iph40Hz,no_stimulus,47063,0,0,NaN,0,0
3,sub-013,3,iph40Hz,LE_lowF3_RE_ga,50062,51817,3,ga,1161,30
4,sub-013,3,iph40Hz,LE_highF3_RE_da,53062,54826,2,da,579,150
5,sub-013,3,iph40Hz,LE_highF3_RE_amb,56062,57826,2,da,837,150
6,sub-013,3,iph40Hz,LE_highF3_RE_amb,59062,60830,2,da,797,210
7,sub-013,3,iph40Hz,LE_highF3_RE_da,62062,63830,2,da,789,210
8,sub-013,3,iph40Hz,no_stimulus,65062,0,0,NaN,0,210
9,sub-013,3,iph40Hz,LE_highF3_RE_amb,68062,69830,2,da,747,210
10,sub-013,3,iph40Hz,no_stimulus,71062,0,0,NaN,0,210
11,sub-013,3,iph40Hz,LE_lowF3_RE_amb,74062,75834,2,da,1038,270
12,sub-013,3,iph40Hz,LE_lowF3_RE_amb,77062,78830,3,ga,624,210
13,sub-013,3,iph40Hz,no_stimulus,80062,0,0,NaN,0,210
14,sub-013,3,iph40Hz,LE_lowF3_RE_amb,83062,84830,3,ga,1078,210
15,sub-013,3,iph40Hz,LE_highF3_RE_da,86062,87817,2,da,760,30
16,sub-013,3,iph40Hz,LE_highF3_RE_amb,89062,90834,2,da,757,270
17,sub-013,3,iph40Hz,no_stimulus,92062,0,0,NaN,0,270
18,sub-013,3,iph40Hz,LE_lowF3_RE_amb,95062,96817,3,ga,834,30
19,sub-013,3,iph40Hz,no_stimulus,98062,0,0,NaN,0,30
20,sub-013,3,iph40Hz,LE_lowF3_RE_amb,101061,102821,3,ga,832,90
21,sub-013,3,iph40Hz,no_stimulus,104061,0,0,NaN,0,90
22,sub-013,3,iph40Hz,LE_highF3_RE_amb,107061,108817,0,NaN,0,30
23,sub-013,3,iph40Hz,LE_highF3_RE_amb,110061,111821,0,NaN,0,90
24,sub-013,3,iph40Hz,LE_lowF3_RE_ga,113061,114821,3,ga,761,90
25,sub-013,3,iph40Hz,no_stimulus,116061,0,0,NaN,0,90
26,sub-013,3,iph40Hz,LE_lowF3_RE_amb,119061,120821,3,ga,800,90
27,sub-013,3,iph40Hz,no_stimulus,122061,0,0,NaN,0,90
28,sub-013,3,iph40Hz,LE_lowF3_RE_amb,125061,126837,0,NaN,0,330
29,sub-013,3,iph40Hz,LE_lowF3_RE_ga,128061,129837,3,ga,628,330
30,sub-013,3,iph40Hz,no_stimulus,131061,0,0,NaN,0,330
31,sub-013,3,iph40Hz,LE_highF3_RE_amb,134061,135833,0,NaN,0,270
32,sub-013,3,iph40Hz,LE_highF3_RE_amb,137061,138837,2,da,666,330
33,sub-013,3,iph40Hz,LE_lowF3_RE_ga,140061,141816,3,ga,603,30
34,sub-013,3,iph40Hz,LE_highF3_RE_amb,143061,144829,2,da,707,210
35,sub-013,3,iph40Hz,no_stimulus,146061,0,0,NaN,0,210
36,sub-013,3,iph40Hz,LE_lowF3_RE_amb,149061,150833,0,NaN,0,270
37,sub-013,3,iph40Hz,LE_highF3_RE_amb,152060,153820,2,da,654,90
38,sub-013,3,iph40Hz,LE_lowF3_RE_amb,155061,156837,2,da,517,330
39,sub-013,3,iph40Hz,no_stimulus,158060,0,0,NaN,0,330
40,sub-013,3,iph40Hz,LE_lowF3_RE_amb,161060,162825,3,ga,931,150
41,sub-013,3,iph40Hz,LE_lowF3_RE_ga,164060,165829,3,ga,665,210
42,sub-013,3,iph40Hz,LE_highF3_RE_amb,167060,168824,2,da,935,150
43,sub-013,3,iph40Hz,LE_lowF3_RE_amb,170060,171833,2,da,912,270
44,sub-013,3,iph40Hz,no_stimulus,173060,0,0,NaN,0,270
45,sub-013,3,iph40Hz,LE_highF3_RE_amb,176060,177824,0,NaN,0,150
46,sub-013,3,iph40Hz,LE_lowF3_RE_ga,179060,180833,3,ga,635,270
47,sub-013,3,iph40Hz,LE_lowF3_RE_amb,182060,183816,3,ga,819,30
48,sub-013,3,iph40Hz,LE_lowF3_RE_amb,185060,186824,3,ga,809,150
49,sub-013,3,iph40Hz,LE_highF3_RE_da,188060,189832,2,da,707,270
50,sub-013,3,iph40Hz,no_stimulus,191060,0,0,NaN,0,270
51,sub-013,3,iph40Hz,LE_highF3_RE_amb,194060,195837,0,NaN,0,330
52,sub-013,3,iph40Hz,LE_highF3_RE_da,197060,198816,2,da,1022,30
53,sub-013,3,iph40Hz,no_stimulus,200060,0,0,NaN,0,30
54,sub-013,3,iph40Hz,LE_highF3_RE_amb,203060,204816,0,NaN,0,30
55,sub-013,3,iph40Hz,LE_highF3_RE_da,206060,207824,0,NaN,0,150
56,sub-013,3,iph40Hz,no_stimulus,209059,0,0,NaN,0,150
57,sub-013,3,iph40Hz,LE_lowF3_RE_amb,212059,213828,0,NaN,0,210
58,sub-013,3,iph40Hz,no_stimulus,215059,0,0,NaN,0,210
59,sub-013,3,iph40Hz,LE_lowF3_RE_amb,218059,219816,3,ga,1005,30
60,sub-013,3,iph40Hz,no_stimulus,221059,0,0,NaN,0,30
61,sub-013,3,iph40Hz,LE_lowF3_RE_amb,224059,225824,0,NaN,0,150
62,sub-013,3,iph40Hz,LE_highF3_RE_amb,227059,228815,0,NaN,0,30
63,sub-013,3,iph40Hz,LE_lowF3_RE_ga,230059,231832,3,ga,1054,270
64,sub-013,3,iph40Hz,no_stimulus,233059,0,0,NaN,0,270
65,sub-013,3,iph40Hz,LE_highF3_RE_amb,236059,237828,2,da,985,210
66,sub-013,3,iph40Hz,LE_highF3_RE_amb,239059,240815,0,NaN,0,30
67,sub-013,3,iph40Hz,LE_lowF3_RE_ga,242059,243815,0,NaN,0,30
68,sub-013,3,iph40Hz,no_stimulus,245059,0,0,NaN,0,30
69,sub-013,3,iph40Hz,LE_highF3_RE_amb,248059,249819,0,NaN,0,90
70,sub-013,3,iph40Hz,no_stimulus,251059,0,0,NaN,0,90
71,sub-013,3,iph40Hz,LE_lowF3_RE_amb,254059,255828,0,NaN,0,210
72,sub-013,3,iph40Hz,LE_lowF3_RE_ga,257058,258823,3,ga,1104,150
73,sub-013,3,iph40Hz,LE_lowF3_RE_amb,260058,261832,3,ga,701,270
74,sub-013,3,iph40Hz,no_stimulus,263058,0,0,NaN,0,270
75,sub-013,3,iph40Hz,LE_highF3_RE_amb,266058,267827,2,da,767,210
76,sub-013,3,iph40Hz,no_stimulus,269058,0,0,NaN,0,210
77,sub-013,3,iph40Hz,LE_highF3_RE_amb,272058,273819,2,da,700,90
78,sub-013,3,iph40Hz,LE_highF3_RE_da,275058,276831,2,da,688,270
79,sub-013,3,iph40Hz,no_stimulus,278058,0,0,NaN,0,270
80,sub-013,3,iph40Hz,LE_highF3_RE_amb,281058,282823,0,NaN,0,150
81,sub-013,3,iph40Hz,LE_lowF3_RE_ga,284058,285827,0,NaN,0,210
82,sub-013,3,iph40Hz,LE_highF3_RE_amb,287058,288836,0,NaN,0,330
83,sub-013,3,iph40Hz,no_stimulus,290058,0,0,NaN,0,330
